Slutpris,Title,Type,Location,Sale Date,Agent Name,Agent Link,Pris per kvadratmeter,Utgångspris,Prisutveckling,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Byggår,Avgift,url,Driftskostnad,Uteplats,Biarea,Tomtarea,Arrende,Förening,Tomträttsavgäld,Lat,Long
3 010 000 kr,Nils forsbergsgatan 7A,Lägenhet,"Ribersborg, Malmö kommun",Såld 26 april 2022,Veronika Oskarsson,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-720071/veronika-oskarsson-11461,47 778 kr/m²,2 495 000 kr,+515 000 kr (+21 %),Lägenhet,Bostadsrätt,2 rum,63 m²,Ja,"2 av 4, hiss finns ej",1944,4 299 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-ribersborg-malmo-kommun-nils-forsbergsgatan-7a-5385781348625113341,7 160 kr/år,,,,,,,55.6002731,12.9804084
4 995 000 kr,Henrik Wranérsgatan 1B,Lägenhet,"Ribersborg, Malmö kommun",Såld 16 februari 2024,Malin Strender,https://www.hemnet.se/maklare/mohv-malmo-20887/malin-strender-1700,52 579 kr/m²,4 995 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,4 rum,95 m²,Ja,,1962,5 730 kr/mån,https://www.hemnet.se/salda/lagenhet-4rum-ribersborg-malmo-kommun-henrik-wranersgatan-1b-904676985959931188,,Ja,,,,,,55.6001562,12.9716324
2 900 000 kr,Krankajen 28,Lägenhet,"Dockan, Malmö kommun",Såld 16 september 2019,Johanna Mjöfors,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/johanna-mjofors-14058,55 769 kr/m²,2 795 000 kr,+105 000 kr (+4 %),Lägenhet,Bostadsrätt,2 rum,52 m²,,,2006,2 998 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-dockan-malmo-kommun-krankajen-28-1075130,3 620 kr/år,,,,,,,55.614801,12.9915347
1 195 000 kr,Åhusgatan 5,Lägenhet,"Västra Sorgenfri, Malmö kommun",Såld 12 maj 2022,Sara Persson,https://www.hemnet.se/maklare/bjurfors-malmo-city-1806/sara-persson-8993,37 344 kr/m²,1 195 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,"1,5 rum",32 m²,Ja,"3 av 4, hiss finns ej",1938,2 683 kr/mån,"https://www.hemnet.se/salda/lagenhet-1,5rum-vastra-sorgenfri-malmo-kommun-ahusgatan-5-6582028051439068322",,,,,,,,55.5931415,13.0194533
1 500 000 kr,Producentgatan 9,Lägenhet,"Lindeborg, Malmö kommun",Såld 06 juli 2018,Malin Wallin,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/malin-wallin-13595,19 108 kr/m²,1 595 000 kr,-95 000 kr (-6 %),Lägenhet,Bostadsrätt,3 rum,"78,5 m²",,,1973,4 150 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-lindeborg-malmo-kommun-producentgatan-9-853457,,,,,,Hsb Brf Henriksdal I Malmö,,55.5635348,12.9885004
1 245 000 kr,Västra Bernadottesgatan 25A,Lägenhet,"Limhamn, Malmö kommun",Såld 24 april 2023,Mohammad Omran,https://www.hemnet.se/maklare/lansforsakringar-fastighetsformedling-malmo-39311/mohammad-omran-21383,41 500 kr/m²,1 245 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,30 m²,Ja,"4 av 4, hiss finns ej",1955,1 974 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-limhamn-malmo-kommun-vastra-bernadottesgatan-25a-1060802419421354087,4 680 kr/år,,,,,,,55.5815923,12.9248188
2 150 000 kr,Västra Bernadottesgatan 23C,Lägenhet,"Limhamn, Malmö kommun",Såld 27 oktober 2021,Emma Nilsson,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/emma-nilsson-12617,35 537 kr/m²,1 995 000 kr,+155 000 kr (+8 %),Lägenhet,Bostadsrätt,2 rum,"60,5 m²",Ja,"1 av 4, hiss finns ej",1956,3 272 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-limhamn-malmo-kommun-vastra-bernadottesgatan-23c-1486161,5 880 kr/år,,,,,,,55.5815923,12.9248188
2 200 000 kr,Bullerbygatan 111,Lägenhet,"Gyllins Trädgård, Malmö kommun",Såld 03 februari 2023,Sandra Kalamar,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/sandra-kalamar-18996,28 571 kr/m²,2 295 000 kr,-95 000 kr (-4 %),Lägenhet,Bostadsrätt,3 rum,77 m²,Ja,"3 av 3, hiss finns",2013,5 297 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-gyllins-tradgard-malmo-kommun-bullerbygatan-111-2581419564901922269,4 980 kr/år,,,,,,,55.5920359,13.0892154
3 020 000 kr,Henrik Smithsgatan 9 A,Lägenhet,"S:t Knut, Malmö kommun",Såld 22 februari 2024,Tobias Axéll,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/tobias-axell-15212,48 421 kr/m²,3 095 000 kr,-75 000 kr (-2 %),Lägenhet,Bostadsrätt,"2,5 rum","62,4 m²",Ja,"2 av 4, hiss finns ej",1934,3 788 kr/mån,"https://www.hemnet.se/salda/lagenhet-2,5rum-s-t-knut-malmo-kommun-henrik-smithsgatan-9-a-7637959033396711333",,,,,,,,55.5976244,13.0103326
2 360 000 kr,Geijersgatan 1 B,Lägenhet,"Limhamns Sjöstad, Malmö kommun",Såld 05 mars 2023,Tobias Axéll,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/tobias-axell-15212,42 909 kr/m²,2 595 000 kr,-235 000 kr (-9 %),Lägenhet,Bostadsrätt,2 rum,55 m²,Ja,"6 av 6, hiss finns",2022,4 016 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-limhamns-sjostad-malmo-kommun-geijersgatan-1-b-8126045361207037391,,,,,,,,55.587829,12.9481603
1 225 000 kr,Baskemöllegatan 7B,Lägenhet,"Östra Sorgenfri, Malmö kommun",Såld 16 augusti 2018,,,23 558 kr/m²,1 095 000 kr,+130 000 kr (+12 %),Lägenhet,Bostadsrätt,2 rum,52 m²,,,1947,3 244 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-ostra-sorgenfri-malmo-kommun-baskemollegatan-7b-866421,,,,,,Brf Misteln,,55.5906836,13.0260575
1 250 000 kr,Tornfalksgatan 21,Lägenhet,"Söderkulla, Malmö kommun",Såld 08 november 2021,Nina  Hjelm,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/nina-hjelm-15172,19 841 kr/m²,1 195 000 kr,+55 000 kr (+5 %),Lägenhet,Bostadsrätt,2 rum,63 m²,Ja,"5 av 5, hiss finns",,3 908 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-soderkulla-malmo-kommun-tornfalksgatan-21-1493320,,,,,,,,55.5672973,13.0134369
1 400 000 kr,Östra farmvägen 32 D,Lägenhet,"Östra Sorgenfri/nobel, Malmö kommun",Såld 27 januari 2021,Malin Fasth,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/malin-fasth-8117,23 333 kr/m²,1 195 000 kr,+205 000 kr (+17 %),Lägenhet,Bostadsrätt,2 rum,60 m²,,"3 av 4, hiss finns ej",1955,3 882 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-ostra-sorgenfri-nobel-malmo-kommun-ostra-farmvagen-32-d-1321184,,,,,,,,55.5903883,13.028004
895 000 kr,Lönngatan 18A,Lägenhet,"Sofielund, Malmö kommun",Såld 21 september 2019,,,27 121 kr/m²,895 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,"1,5 rum",33 m²,,,2019,2 127 kr/mån,"https://www.hemnet.se/salda/lagenhet-1,5rum-sofielund-malmo-kommun-lonngatan-18a-1078067",,,,,,,,55.5822381,13.0242811
2 000 000 kr,Skvadronsgatan 20,Lägenhet,"Slottsstaden, Malmö kommun",Såld 30 oktober 2017,Nina Ollhage,https://www.hemnet.se/maklare/croisette-staffanstorp-727111/nina-ollhage-2200,30 303 kr/m²,2 345 000 kr,-345 000 kr (-15 %),Lägenhet,Bostadsrätt,3 rum,66 m²,,,1944,3 884 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-slottsstaden-malmo-kommun-skvadronsgatan-20-753706,,,,,,Brf Skvadronen 20,,55.5970576,12.9794247
950 000 kr,Jägersrovägen 8C,Lägenhet,"Persborg/västra Kattarp, Malmö kommun",Såld 26 augusti 2020,,,18 447 kr/m²,895 000 kr,+55 000 kr (+6 %),Lägenhet,Bostadsrätt,2 rum,"51,5 m²",Ja,"2 av 4, hiss finns ej",1955,3 426 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-persborg-vastra-kattarp-malmo-kommun-jagersrovagen-8c-1238913,,,,,,,,55.5793616,13.0343669
1 315 000 kr,Nobelvägen 30A,Lägenhet,"Möllevången, Malmö kommun",Såld 14 november 2017,,,38 676 kr/m²,1 095 000 kr,+220 000 kr (+20 %),Lägenhet,Bostadsrätt,"1,5 rum",34 m²,,,1929,2 034 kr/mån,"https://www.hemnet.se/salda/lagenhet-1,5rum-mollevangen-malmo-kommun-nobelvagen-30a-760698",4 500 kr/år,,,,,,,55.5854076,13.0090857
3 600 000 kr,Carlsgatan 7F,Lägenhet,"Inre Hamnen, Malmö kommun",Såld 12 januari 2020,,,58 065 kr/m²,3 775 000 kr,-175 000 kr (-5 %),Lägenhet,Bostadsrätt,2 rum,62 m²,Ja,,2019,3 515 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-inre-hamnen-malmo-kommun-carlsgatan-7f-1126897,,,,,,,,55.6116542,13.0142883
850 000 kr,VON LINGENS VÄG 20,Lägenhet,"Apelgården, Malmö kommun",Såld 14 mars 2022,Ola G Lindskog,https://www.hemnet.se/maklare/bodirekt-298/ola-g-lindskog-416,14 286 kr/m²,795 000 kr,+55 000 kr (+7 %),Lägenhet,Bostadsrätt,2 rum,"59,5 m²",Ja,"7 av 9, hiss finns",1969,4 032 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-apelgarden-malmo-kommun-von-lingens-vag-20-319360270983543687,,,,,,,,55.5898297,13.0441211
895 000 kr,Thomsons väg 22,Lägenhet,"Rosengård, Malmö kommun",Såld 22 september 2017,,,11 188 kr/m²,995 000 kr,-100 000 kr (-10 %),Lägenhet,Bostadsrätt,3 rum,80 m²,,,1970,5 215 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-rosengard-malmo-kommun-thomsons-vag-22-735234,,,,,,HSB Brf Arvid i Malmö,,55.5857667,13.0538461
2 050 000 kr,Regementsgatan 31B,Lägenhet,"Slottsstaden, Malmö kommun",Såld 10 september 2021,Kenan Hasanoglu,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/kenan-hasanoglu-10334,40 196 kr/m²,1 995 000 kr,+55 000 kr (+3 %),Lägenhet,Bostadsrätt,2 rum,51 m²,Ja,"5 av 5, hiss finns",1942,3 225 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-slottsstaden-malmo-kommun-regementsgatan-31b-1456683,,,,,,,,55.5982529,12.973956
1 410 000 kr,Nobelvägen 147C,Lägenhet,"Ellstorp, Malmö kommun",Såld 22 december 2022,Vesna Vulic,https://www.hemnet.se/maklare/norban-722491/vesna-vulic-16604,26 111 kr/m²,1 395 000 kr,+15 000 kr (+1 %),Lägenhet,Bostadsrätt,2 rum,54 m²,Ja,"5 av 6, hiss finns",1938,4 036 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-ellstorp-malmo-kommun-nobelvagen-147c-4931627364495088835,7 800 kr/år,,,,,,,55.6043,13.0290918
2 450 000 kr,Amiralsgatan 46 B,Lägenhet,"S:t Knut, Malmö kommun",Såld 19 juli 2020,Frida Nordeborg,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/frida-nordeborg-16470,38 281 kr/m²,2 195 000 kr,+255 000 kr (+12 %),Lägenhet,Bostadsrätt,3 rum,64 m²,Ja,,1936,3 530 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-s-t-knut-malmo-kommun-amiralsgatan-46-b-1221480,5 900 kr/år,,,,,,,55.5950253,13.0153236
2 200 000 kr,Spångatan 4A,Lägenhet,"Triangeln, Malmö kommun",Såld 02 mars 2023,Haris Horozovic,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/haris-horozovic-15581,34 375 kr/m²,2 395 000 kr,-195 000 kr (-8 %),Lägenhet,Bostadsrätt,2 rum,64 m²,,"2 av 5, hiss finns",1991,5 128 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-triangeln-malmo-kommun-spangatan-4a-7435930714907626562,,,,,,,,55.596142,13.0095198
1 150 000 kr,Sallerupsvägen 26B,Lägenhet,"Ellstorp, Malmö kommun",Såld 09 november 2023,Ludwig Delin,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/ludwig-delin-18106,25 556 kr/m²,1 295 000 kr,-145 000 kr (-11 %),Lägenhet,Bostadsrätt,2 rum,45 m²,Ja,"2 av 6, hiss finns",1939,2 969 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-ellstorp-malmo-kommun-sallerupsvagen-26b-4692723445474732378,6 384 kr/år,,,,,,,55.6033343,13.0307262
1 110 000 kr,Kollegiegatan 7B,Lägenhet,"Eriksfält, Malmö kommun",Såld 04 juni 2018,,,19 646 kr/m²,895 000 kr,+215 000 kr (+24 %),Lägenhet,Bostadsrätt,2 rum,"56,5 m²",,,1962,2 430 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-eriksfalt-malmo-kommun-kollegiegatan-7b-838652,,,,,,Riksbyggens Brf Malmöhus nr 11,,55.5714193,13.0206691
1 280 000 kr,Sperlingsgatan 7B,Lägenhet,"Kirseberg, Malmö kommun",Såld 22 februari 2024,Sandra Irming,https://www.hemnet.se/maklare/croisette-hyllie-708891/sandra-irming-23906,25 098 kr/m²,1 295 000 kr,-15 000 kr (-1 %),Lägenhet,Bostadsrätt,2 rum,51 m²,Ja,"2 av 3, hiss finns ej",1949,4 023 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-kirseberg-malmo-kommun-sperlingsgatan-7b-257037962337253135,,,,,,,,55.6090694,13.0417884
1 030 000 kr,Södra Gulsparvsgatan 54,Lägenhet,"Söderkulla, Malmö kommun",Såld 11 oktober 2018,,,12 795 kr/m²,990 000 kr,+40 000 kr (+4 %),Lägenhet,Bostadsrätt,3 rum,"80,5 m²",,,1968,5 078 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-soderkulla-malmo-kommun-sodra-gulsparvsgatan-54-895631,6 000 kr/år,,,,,Hsb Brf Silversmeden,,55.566902,13.005802
1 100 000 kr,Ryttaregatan 5 A,Lägenhet,"Kirseberg, Malmö kommun",Såld 07 november 2020,Isabelle Ekstrand,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/isabelle-ekstrand-15061,19 469 kr/m²,945 000 kr,+155 000 kr (+16 %),Lägenhet,Bostadsrätt,2 rum,"56,5 m²",Ja,"3 av 3, hiss finns ej",1952,4 124 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-kirseberg-malmo-kommun-ryttaregatan-5-a-1284956,4 860 kr/år,,,,,,,55.6077585,13.0457667
1 560 000 kr,Köpenhamnsvägen 13A,Lägenhet,"Slottstaden, Malmö kommun",Såld 28 mars 2013,,,24 762 kr/m²,1 495 000 kr,+65 000 kr (+4 %),Lägenhet,Bostadsrätt,3 rum,63 m²,,,1953-54,2 804 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-slottstaden-malmo-kommun-kopenhamnsvagen-13a-41498,5 268 kr/år,,,,,,,55.5937148,12.9804835
1 300 000 kr,Amiralsgatan 86C,Lägenhet,"Nobeltorget, Malmö kommun",Såld 07 juli 2023,,,24 528 kr/m²,1 295 000 kr,+5 000 kr (±0 %),Lägenhet,Bostadsrätt,2 rum,53 m²,Ja,"3 av 4, hiss finns",1948,3 814 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-nobeltorget-malmo-kommun-amiralsgatan-86c-104813069622205033,,,,,,,,55.596861,13.0116396
1 735 000 kr,Kalkstensvägen 19,Lägenhet,"Victoria Park, Malmö kommun",Såld 09 september 2016,[email protected],"https://www.hemnet.se/maklare/hemverket-ab-36511/info-hemverket,se-144",35 408 kr/m²,1 695 000 kr,+40 000 kr (+2 %),Lägenhet,Bostadsrätt,2 rum,49 m²,,,,2 800 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-victoria-park-malmo-kommun-kalkstensvagen-19-569962,,,,,,Brf Allén I Limhamn,,55.5730448,12.9250458
1 675 000 kr,Aktrisgatan 16,Lägenhet,"Lindeborg, Malmö kommun",Såld 30 april 2022,Labinot Krasniqi,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/labinot-krasniqi-8114,27 016 kr/m²,1 645 000 kr,+30 000 kr (+2 %),Lägenhet,Bostadsrätt,2 rum,62 m²,Ja,"6 av 8, hiss finns",1973,3 640 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-lindeborg-malmo-kommun-aktrisgatan-16-2066108474709460375,2 160 kr/år,,,,,,,55.5591517,12.9883234
1 250 000 kr,Västra Skrävlingevägen 199,Lägenhet,"Gula Höja, Malmö kommun",Såld 21 mars 2022,Ilir Sylejmani,https://www.hemnet.se/maklare/skandiamaklarna-malmo-city-34259/ilir-sylejmani-7172,21 186 kr/m²,1 195 000 kr,+55 000 kr (+5 %),Lägenhet,Bostadsrätt,2 rum,59 m²,,3 av 3,,2 758 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-gula-hoja-malmo-kommun-vastra-skravlingevagen-199-3423636064056250660,,,,,,,,55.5819588,13.0595855
1 900 000 kr,Konsultgatan 30,Lägenhet,"Södertorp, Malmö kommun",Såld 11 april 2022,Vincent Haghighi,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/vincent-haghighi-7378,22 754 kr/m²,1 695 000 kr,+205 000 kr (+12 %),Lägenhet,Bostadsrätt,3 rum,"83,5 m²",Ja,"3 av 8, hiss finns",1972,4 814 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-sodertorp-malmo-kommun-konsultgatan-30-4047971547880500790,2 640 kr/år,,,,,,,55.5763851,12.9883832
2 625 000 kr,Lilla Varvsgatan 45A,Lägenhet,"Västra Hamnen/Dockan, Malmö kommun",Såld 31 maj 2019,Patrik Tegnhammar,https://www.hemnet.se/maklare/bjurfors-malmo-city-1806/patrik-tegnhammar-10542,36 972 kr/m²,2 650 000 kr,-25 000 kr (-1 %),Lägenhet,Bostadsrätt,3 rum,71 m²,,,2018,3 801 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-vastra-hamnen-dockan-malmo-kommun-lilla-varvsgatan-45a-1022557,,,,,,,,55.6144582,12.9864738
1 725 000 kr,Munkhättegatan 30A,Lägenhet,"Nydala, Malmö kommun",Såld 08 april 2022,Mathilda Blomberg,https://www.hemnet.se/maklare/lansforsakringar-fastighetsformedling-malmo-39311/mathilda-blomberg-18231,21 835 kr/m²,1 495 000 kr,+230 000 kr (+15 %),Lägenhet,Bostadsrätt,3 rum,79 m²,Ja,"2 av 8, hiss finns",1962,4 688 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-nydala-malmo-kommun-munkhattegatan-30a-6010188859200888524,480 kr/år,,,,,,,55.5737107,13.0158094
1 550 000 kr,Nobelvägen 145B,Lägenhet,"Ellstorp, Malmö kommun",Såld 18 augusti 2020,Gustav Cagmo,https://www.hemnet.se/maklare/bjurfors-malmo-oster-2048/gustav-cagmo-8076,20 946 kr/m²,1 450 000 kr,+100 000 kr (+7 %),Lägenhet,Bostadsrätt,2 rum,74 m²,Ja,,1938,4 778 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-ellstorp-malmo-kommun-nobelvagen-145b-1233305,,,,,,,,55.6039149,13.0287868
7 100 000 kr,Baltzarsgatan 41B,Lägenhet,"City, Malmö kommun",Såld 28 september 2017,,,51 825 kr/m²,7 450 000 kr,-350 000 kr (-5 %),Lägenhet,Bostadsrätt,6 rum,137 m²,,,1897,7 341 kr/mån,https://www.hemnet.se/salda/lagenhet-6rum-city-malmo-kommun-baltzarsgatan-41b-737726,,,28 m²,,,Brf stadsliv,,55.6046307,13.0020676
1 085 000 kr,Lundavägen 77B,Lägenhet,"Rostorp, Malmö kommun",Såld 01 april 2017,,,21 700 kr/m²,895 000 kr,+190 000 kr (+21 %),Lägenhet,Bostadsrätt,2 rum,50 m²,,,1945,2 159 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-rostorp-malmo-kommun-lundavagen-77b-653193,3 700 kr/år,,,,,BRF Fäladsgården,,55.615635,13.045604
1 255 000 kr,John Ericssons väg 55A,Lägenhet,"Pildammarna, Malmö kommun",Såld 03 maj 2014,Ebba Jönsson,https://www.hemnet.se/maklare/svensk-fastighetsformedling-malmo-701451/ebba-jonsson-6004,19 609 kr/m²,1 250 000 kr,+5 000 kr (±0 %),Lägenhet,Bostadsrätt,2 rum,64 m²,,,1948,3 334 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-pildammarna-malmo-kommun-john-ericssons-vag-55a-182173,7 104 kr/år,,,,,Brf Sundet,,55.5892907,12.9837122
1 225 000 kr,Fredriksbergsgatan 4,Lägenhet,"Slussen, Malmö kommun",Såld 10 mars 2021,,,32 237 kr/m²,1 195 000 kr,+30 000 kr (+3 %),Lägenhet,Bostadsrätt,1 rum,38 m²,Nej,"2 av 5, hiss finns",1934,2 512 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-slussen-malmo-kommun-fredriksbergsgatan-4-1344067,,,,,,,,55.6064974,13.018190221489974
2 350 000 kr,Lilla Varvsgatan 21D,Lägenhet,"Västra hamnen, Malmö kommun",Såld 05 mars 2021,Eric Roberts,https://www.hemnet.se/maklare/skandiamaklarna-malmo-city-34259/eric-roberts-18069,47 000 kr/m²,2 295 000 kr,+55 000 kr (+2 %),Lägenhet,Bostadsrätt,"1,5 rum",50 m²,Ja,"4 av 5, hiss finns",2019,3 002 kr/mån,"https://www.hemnet.se/salda/lagenhet-1,5rum-vastra-hamnen-malmo-kommun-lilla-varvsgatan-21d-1341502",4 200 kr/år,,,,,,,55.6144582,12.9864738
1 450 000 kr,Östra farmvägen 38E,Lägenhet,"Sorgenfri, Malmö kommun",Såld 12 april 2022,Marina Nilsson,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/marina-nilsson-12686,24 167 kr/m²,1 295 000 kr,+155 000 kr (+12 %),Lägenhet,Bostadsrätt,2 rum,60 m²,Ja,"4 av 4, hiss finns ej",1955,3 882 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-sorgenfri-malmo-kommun-ostra-farmvagen-38e-1111193293150788195,1 000 kr/år,,,,,,,55.5903883,13.028004
950 000 kr,Jägersrovägen 12 B,Lägenhet,"Västra Kattarp, Malmö kommun",Såld 28 februari 2021,Kåre Brodin,https://www.hemnet.se/maklare/maklarhuset-malmo-regementsgatan-25107/kare-brodin-3435,15 833 kr/m²,895 000 kr,+55 000 kr (+6 %),Lägenhet,Bostadsrätt,2 rum,60 m²,,"4 av 4, hiss finns ej",1955,3 830 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-vastra-kattarp-malmo-kommun-jagersrovagen-12-b-1338809,,,,,,,,55.5791006,13.0349524
1 195 000 kr,Södra Förstadsgatan 121 F,Lägenhet,"Dalaplan, Malmö kommun",Såld 18 augusti 2020,Vesna Vulic,https://www.hemnet.se/maklare/norban-722491/vesna-vulic-16604,30 330 kr/m²,1 195 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,"39,4 m²",Ja,,1939,1 880 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-dalaplan-malmo-kommun-sodra-forstadsgatan-121-f-1233370,3 170 kr/år,,,,,,,55.5892723,13.0056455
5 450 000 kr,Slottsgatan 24,Lägenhet,"Gamla Väster, Malmö kommun",Såld 12 januari 2017,,,45 417 kr/m²,5 475 000 kr,-25 000 kr (±0 %),Lägenhet,Bostadsrätt,3 rum,120 m²,,,1936 - Totalrenovering 2011,5 134 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-gamla-vaster-malmo-kommun-slottsgatan-24-619757,,,,,,Brf Slottsbron,,55.6037483,12.994115758474187
950 000 kr,Kronetorpsgatan 68A,Lägenhet,"Segevång, Malmö kommun",Såld 17 augusti 2020,Sara Persson,https://www.hemnet.se/maklare/bjurfors-malmo-city-1806/sara-persson-8993,25 000 kr/m²,950 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,2 rum,38 m²,Ja,,1961,2 482 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-segevang-malmo-kommun-kronetorpsgatan-68a-1232919,,,,,,,,55.6160023,13.0536344
1 000 000 kr,Ehrensvärdsgatan 3,Lägenhet,"Rörsjöstaden, Malmö kommun",Såld 16 oktober 2017,Mathilda Skoglund,https://www.hemnet.se/maklare/bjurfors-malmo-city-1806/mathilda-skoglund-11409,27 027 kr/m²,995 000 kr,+5 000 kr (+1 %),Lägenhet,Bostadsrätt,"1,5 rum",37 m²,,,1935,2 895 kr/mån,"https://www.hemnet.se/salda/lagenhet-1,5rum-rorsjostaden-malmo-kommun-ehrensvardsgatan-3-746919",,,,,,Brf Malmgården,,55.6043778,13.0223322
1 000 000 kr,Uppsalagatan 21 A,Lägenhet,"Södervärn, Malmö kommun",Såld 09 januari 2020,Malin Fasth,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/malin-fasth-8117,29 851 kr/m²,895 000 kr,+105 000 kr (+12 %),Lägenhet,Bostadsrätt,1 rum,"33,5 m²",Nej,,1941,1 681 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-sodervarn-malmo-kommun-uppsalagatan-21-a-1125612,,,,,,,,55.5867792,13.007529
3 300 000 kr,Erik Dahlbergsgatan 6,Lägenhet,"Davidshallstorg, Malmö kommun",Såld 04 mars 2021,,,95 652 kr/m²,2 895 000 kr,+405 000 kr (+14 %),Lägenhet,Bostadsrätt,1 rum,"34,5 m²",,"5 av 5, hiss finns ej",1929,2 616 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-davidshallstorg-malmo-kommun-erik-dahlbergsgatan-6-1341318,4 800 kr/år,,,,,,,55.5985676,12.9960346
2 660 000 kr,Bullerbygatan 99,Lägenhet,"Gyllins Trädgård, Malmö kommun",Såld 11 augusti 2021,Sandra Kalamar,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/sandra-kalamar-18996,30 930 kr/m²,2 595 000 kr,+65 000 kr (+3 %),Lägenhet,Bostadsrätt,3 rum,86 m²,Ja,"2 av 3, hiss finns",2013,5 034 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-gyllins-tradgard-malmo-kommun-bullerbygatan-99-1434018,4 320 kr/år,,,,,,,55.5920359,13.0892154
1 950 000 kr,Rådmansgatan 14,Lägenhet,"Triangeln, Malmö kommun",Såld 15 november 2021,,,54 167 kr/m²,1 975 000 kr,-25 000 kr (-1 %),Lägenhet,Bostadsrätt,1 rum,36 m²,Nej,"9 av 19, hiss finns",2014,1 908 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-triangeln-malmo-kommun-radmansgatan-14-1496977,,,,,,,,55.5954305,13.0006505
1 550 000 kr,Södra Gulsparvsgatan 58,Lägenhet,"Söderkulla, Malmö kommun",Såld 22 februari 2022,,,19 255 kr/m²,1 495 000 kr,+55 000 kr (+4 %),Lägenhet,Bostadsrätt,3 rum,"80,5 m²",Ja,"5 av 8, hiss finns",1968,5 262 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-soderkulla-malmo-kommun-sodra-gulsparvsgatan-58-6517303721951777016,,,,,,,,55.5665402,13.0056178
